,Name,Star,Location,Date,Title,Review
1261,Renee S,5.0,the United States ,"December 13, 2022",Draw strings work,Good quality
1262,Megan Elizabeth,5.0,the United States ,"December 4, 2022",Great Quality!,The quality was great -- thick and cozy! The perfect sweatpants.
1263,Amazon Customer,5.0,the United States ,"December 10, 2022",Comfortable and warm,Great quality
1264,Brittney Klott,5.0,the United States ,"November 29, 2022",My sons favorite,My sons favorite pants. He only wants me to buy these. Very soft.
1265,Brittany,1.0,the United States ,"October 18, 2019",Different sizes,Bought a 3 pack and the shirts are completely different sizes. Very disappointed! Bought 4T ... 2 fit like a 3T and the other like a 5T
1266,Rawss,1.0,the United States ,"October 2, 2019",Shirts are different sizes,3 shirts bought in the same package and labeled as the same size. Each shirt is actually a significantly different size then the others. Not happy.
1267,Nancy D.,1.0,the United States ,"December 21, 2019",Mixed sizes,Very disappointed with order wanted size 4T got one 2T and two 4T don’t want the small one
1268,LENA,1.0,the United States ,"January 6, 2020",Poor quality,I need to stop buying just one you. Poor quality fabric and construction
1269,Rosally N. Bisbal,1.0,the United States ,"January 10, 2020",Late Delivery,Good product. Super long time to deliver item.
1270,Andrea Selak,1.0,the United States ,"May 19, 2019",Not correct size,I ordered 2T it’s huge more like a 4T
1271,Judith Precious,1.0,the United States ,"December 21, 2018",Poor Quaility,"Flimsy, not well made."
1272,Kyle,1.0,the United States ,"October 20, 2020",Stain on gray shirt,Unhappy that this set was stain when it was shipped to me. Needed one of the shirts for day of photo shoot so now can't return.
1273,rickybabe,2.0,the United States ,"October 11, 2020",Sizing is an issue here,"These t-shirts are really cute. Lovely colors. The quality seems good but they run big! Like really big! At first I ordered 4T for my almost 4 year old, had to exchange them for size 3T because they were huge! 3T was as huge as size 4T so I gave up and decided to return them. Too bad because they looked nice."
1274,NAS,2.0,the United States ,"March 16, 2019",Flaws in fabric,One shirt came with flaws in the weave right in the front of the shirt. The other two were fine but I noticed that they started to get little holes in the fabric after several washes. Not impressed and glad my son will grow out of them before they really fall apart. Won’t buy again.
1275,Mohamed S. Alhasan,2.0,the United States ,"January 11, 2021",Careful,"I have to change my review “Love it, my son 3 years old and I ordered 3t. It’s big”After we wash it it SHRINKS, very bad"
1276,christine,2.0,the United States ,"March 6, 2020",Light weight fabric,The fabric is lighter than I had hoped. I did see a review posted before 2 times aboy the fabric being to light weight just something for you to keep in mind when looking at buying this item for your child.
1277,Peter Tosch,2.0,the United States ,"October 23, 2019",Product is not thick at alll,Product is not thick at all. Does not appear to be much warmer than a regular long sleeve shirt.
1278,Felipe,2.0,the United States ,"November 4, 2019",Poca calidad,Muy sencillo
1279,Steven Lewis ,2.0,the United States ,"December 24, 2018",Not thick enough,Not thick enough for winter
1280,Pam Gómez Gatón,2.0,,"December 11, 2022",,"Me gusta mucho esta marca y mi hijo la ha usado desde que nació, pero últimamente la calidad deja mucho que desear. Esto es nuevo, viene como mal cosido, si esto lo cortas cada vez que lo laves se va descosiendo un poco más."
1281,Lizy ,2.0,Mexico ,"December 10, 2020",,"Yo esperaba tela polar, son térmicos, me decepcionaron un poco pero al final sin calientitos que era la intencion"
1282,James Bond,3.0,the United States ,"December 14, 2022",Good quality,"Just a bit too big, but otherwise it's pretty good."
1283,Jayden Torrijos,3.0,the United States ,"March 15, 2021",Bright colorful but a bit too big,"Bough it for my friend's son, it was too big and I selected the exact size she told me. So go down a size if they're inbetween sizes especially if skinny, if they have a belly, I'd say go up, bc it might not cover the belly."
1284,christine Sewell,3.0,the United States ,"December 29, 2019",You will be ironing!,Washed these before my son wore them and the neck wrinkles up pretty bad.
1285,Maria Ana Gonzalez Silva,3.0,the United States ,"July 15, 2019",good,"they are nice, the quality is good but not the best. For Less than 20ºC maybe not warm enough"
1286,David Whitis,3.0,the United States ,"December 12, 2019",Too thin,Too thin
1287,JB,3.0,the United States ,"October 23, 2019",Functional,Good but not great.
1288,Rufy,3.0,Italy ,"November 27, 2022",,"Un buon set di felpe ad un ottimo prezzo per i vostri bambini. Belli i colori e giusta la taglia. Non mi convincono del tutto,però, i materiali perché i capi sono poco confortevoli, non danno quel senso di morbidezza sulla pelle,per questo non mi sento di consigliarle del tutto."
1289,monica dhiman,3.0,Canada ,"January 30, 2022",,"I thought it will be thick and has fleece underneath but it is very thin, good for season before summer"
1290,Frank Niu,3.0,Canada ,"January 8, 2021",,Initially I really liked it because it feels comfortable and it’s 100% cotton. However I noticed my baby always scratches his neck when he wears them and yesterday it was all bloody and red. I switched to different shirts today and he’s no longer scratching. I’m wondering if the shirts caused this?!
1291,james,4.0,the United States ,"December 12, 2022",Shrinks after wash,"When I first got the shirts, they were very large. But after one wash, they fit my toddler perfectly and as expected."
1292,Julie H.,4.0,the United States ,"November 30, 2022",Quality good,Gift for grandson
1293,janegirl,4.0,the United States ,"March 10, 2022",They’re big!!!!,"My son wears 2T…but their 2T size is definitely in the 3T range. They’re big!!!! I hope they shrink a lot in the wash! Order a size down from what you would normally get! Very cute colors, though."
1294,LaToya W.,4.0,the United States ,"November 5, 2021",Good product,They are great for layering. No issues with the sizing. Plenty of stretch. Colors still good after washing.
1295,Reid Family,4.0,the United States ,"November 20, 2020",Nice long-sleeve thermals,"I'm usually pretty happy with Carter's products for my son and these long-sleeve thermal shirts are no exception. They are well made and comfy. Perfect for everyday wear during colder weather.  Nice mix of colors, too."
1296,Rebecca G,4.0,the United States ,"December 14, 2019",1 of 3 shrunk significantly after 1st wash,"I bought this for my son a bit early, he is wearing 12mo and I purchased 2T. I prewashed them before packing them into his ‘soon to wear’ clothes and the grey thermal shrunk significantly. The navy blue and yellow striped ones seemed to hold their size just fine, but the grey I pulled out because I think it shrunk to a 12 mo. It worked out fine for me because I bought them so early, but a warning to those who actually want all 3 the same size."
1297,Kelsey Harders,4.0,the United States ,"December 22, 2019",A little too large...,"I'm not a fan of toddler clothes with phrases and characters. I like to dress my son more ""grown up"" so these simple long sleeve shirts were a great find. I would recommend sizing down. I purchased the 2T and they did shrink a little when I washed them but they are still a little too large for my 2 year old who wears 2t clothing in all other brands."
1298,Keri Cammarano,4.0,the United States ,"June 5, 2021",Good purchase,Great purchase. Soft material!
1299,Heather T.,4.0,the United States ,"October 20, 2020",Seem to be a size bigger than ordered,"The shirts are longer than I expected. They fit more like a 3T than a 2T. However, they seem to be good quality."
1300,Amanda Groce,4.0,the United States ,"January 27, 2020",Nice,"These little thermals are great, but I thought they’d be thicker. Still, even with that said, I’d say it was worth the purchase. They’re very cute. My son is a 3T and I ordered a 3T. They are true to size."
1301,Sheri,5.0,the United States ,"December 10, 2022",Nice shirts!,"Good quality and material, and comfortable. My grandson likes them."
1302,Ohukno,5.0,the United States ,"November 29, 2022",Runs a bit big,Runs a bit big but very soft and cozy for my toddler om those colder days.
1303,Addie Phillips,5.0,the United States ,"December 6, 2022",great quality!,affordable and good quality!
1304,LK,5.0,the United States ,"November 14, 2022",Great thermal,"These are very nice shirts and they washed up great.  Really soft and love the colors.  Also, a good value!"
1305,dnkol,5.0,the United States ,"November 17, 2022",Nice and comfort,Good quality and nice looking. Accurate size
1306,Kristen,5.0,the United States ,"November 1, 2022",Comfy and good quality,"Comfy shirts and good quality. My son is in between sizes, so I sized up so they’ll last through the season. Nice colors that go with lots of clothing he has."
1307,Kasey,5.0,the United States ,"October 10, 2022",Great for cold weather,"Shirt are true to size, not too snug so they can be a layering piece with a onesie underneath, and a great thermal for cold weather.My son is 9 months, 22lbs, and 29” and the 12 month size was perfect"
1308,Vilma G Gonzalez,5.0,the United States ,"October 13, 2022",Ropa de niño de 18 meses,Le quedaron muy bien
1309,Hector,5.0,the United States ,"May 12, 2022",Awesome fabric and love the colors,this fabric is awesome!!! it's breathable yet keeps my son warm. the colors are great and I was waiting for these to be available in this size since my son outgrew the last set. Good quality overall
1310,Joanna Smith,5.0,the United States ,"October 15, 2020",Buy it!,"Great shirts for fall/winter time! I wish they had more colors! I could not find any neutral or girl shades like these ones for my kiddo and bought a boy’s set. Not a big deal, but it would be nice if they’d consider all the potential market.They fit a bit bigger than I expected (grey shirt the the Simple Joy thermal shirt in 2t), white/hearts shirt is a Target one in 3t, both washed. They shrunk on the first wash quite a bit, so don’t be shocked when you first see them.It’s a pretty soft shirt and has a bit of stretch to it. The end of the sleeves are tight on littles ones’ wrists and they’ll stay put when you put on a jacket or hoodie."
1311,Jeff,1.0,the United States ,"July 18, 2022",This for a fifth grader,Huuuuuugggeeeee
1312,Sonja Reynolds,1.0,the United States ,"February 26, 2022",Too big,Baught 3T and 4T they are huge!! My 6 yr old can wear the 4T.. ridiculous!!
1313,Anastasia Beaverhausen,1.0,the United States ,"March 7, 2020",Mildew smell,"They showed up stinking of mildew and I assumed improper storage, but also that a wash would fix it, no need to leave product feedback over something that insignificant. Washing didn't help, so I have nothing to do with them. They're trash. Booo."
1314,Courtney,1.0,the United States ,"September 30, 2021",I only received one pair of jeans when it's supposed to be two of them!,I only received the dark pair. There was supposed to be 2 pairs in the package
1315,Minimally.mckay,1.0,the United States ,"February 25, 2020","Cheaply made, over priced",Sent these back. Super thin material. Boxy. Low quality. Not worth the price.
1316,amylyno,1.0,the United States ,"December 25, 2019",Not true to size,Way too large
1317,jakeywakey,1.0,the United States ,"April 28, 2020",Bad quality,Not worth the money. I ended up sending back and buying from target.
1318,mariposa,1.0,the United States ,"April 15, 2021",Toxic smell,"The trousers have an extremely toxic smell. After washing them multiple times, it’s still not possible to get rid of it. So it’s either fake (as I have previously never had an issue with Carter's products) or Carter’s quality check failed here."
1319,Zoe,1.0,Canada ,"May 7, 2022",,"Agree with another reviewer, questionable product. I ordered size 4T but compared to another pair of 4T pants, they would fit a 5 or maybe 6 year old with that waist. Not very elastic-y at the waist either. They also smelt very strongly of chemicals. I don’t feel like these are the same pants that would be sold at an actual Carters store."
1320,Nedz,1.0,Canada ,"February 21, 2022",,My son has thick thighs and although these have slight bit of stretch in them they're just not wide enough.
1321,Christy Haakonsen,2.0,the United States ,"April 28, 2022",Ripped knees after 1 month!,Bought these for my 4yo and he ripped through the knees after one month! So disappointing as I couldn't return them. They must be skimping on the quality of these pants.
1322,Avery Johnson,2.0,the United States ,"May 17, 2022",Way too big,The pictures of these look cool but they look like dad jeans in person. We ordered a 2t and they still swallow my son whole
1323,LME82,2.0,the United States ,"May 3, 2022",Two different sizes,Both pants were labeled 3t however one was about 2 inches shorter and fit more like 2t.
1324,JJ ,2.0,the United States ,"May 14, 2022",Already ripped,One of the pants legs already ripped at the knee…
1325,Esmeralda Gomez,2.0,the United States ,"July 4, 2021",Cute with a scent of mildew,"They are the perfect size and material seems thin, have good stretch. Though, these pants came with a strong smell of mildew. Even after two washes, the pants still smell and it even made some of the other clothes in the washer smell too 🙄"
1326,Amazon Customer,2.0,the United States ,"September 5, 2021",Too short,My son is not tall and most of his 3T pants are too long.  These are too short on him and the fabric is very thin and scratchy.  I do not recommend.
1327,David Bernard,2.0,the United States ,"January 26, 2021",Terrible Quality,These pants are ridiculously thin.  I wouldn’t expect them to last but a couple of weeks before they would rip in the knees.  Will definitely be returning.
1328,Julie,2.0,the United States ,"November 6, 2020",Runs wayyy to big.,"My son is growing out of 2t and into 3t. I ordered 3t and he was swimming in these pants. I cuffed them over twice, and they just looked baggy still"
1329,Sarah A.,2.0,the United States ,"October 8, 2020",Shrink easily,Not even a month later and the pants shrunk. I bought 3T for my just turned 3 year old and they now come up to his midcalf. So disappointed. Do not buy.
1330,aberk,2.0,the United States ,"June 8, 2021",Poor quality,Stitching started coming out after first wash. Fit is weird. This is not well made
1331,Kathy ,3.0,the United States ,"October 8, 2022",Quality was not what I expected,Poor quality
1332,HighStandardMama,3.0,the United States ,"August 31, 2022",Runs large,"It runs large and long, would size at your kids current size and not larger because they’ll be swimming lol."
1333,Jessica Bohnhof,3.0,the United States ,"March 3, 2022",Waist is big,"Got a 3T for my 3year old son. I just wish the drawstring was longer than 2 inches on each side, it makes it almost impossible to tie a bow so they stay on. My son fits perfect in a 3T, but these still would fall off if I didn’t tie them"
1334,Mwoodruff,3.0,the United States ,"August 13, 2020",Wouldn’t Recommend,These stretched out really bad when my son was wearing them. The color also looks better online. I don’t think they’re as cute in person. Also $28 after tax for two pairs of toddler jeans are really expensive. I buy the toddler target jeans on sale for around $7-$8 each. They don’t stretch and they’re cuter. Returning these.
1335,Jonathan McCoy,3.0,the United States ,"April 21, 2021",Runs a little small,"The pants were a nice quality but ran a little small. They were a little tight on my son, and a 3T is an size up from what he normally wears."
1336,AMRubino,3.0,the United States ,"December 17, 2019","Length is good, but the hips and waist are big.","My son is slim and tall. These pants fit perfectly in length, but were way too big in the hips and waist. They bowed out and they looked like jockey pants. Needless to say, he does not like them and does not wear them. Bummer, because the quality is good and they have a draw string which is nice."
1337,Chelsea Sharp,3.0,the United States ,"March 4, 2020",Sizing all wrong!,"These pants are nicely made, in terms of material, but size down! My son wears 5t in all other brands we have tried, but these were taken at too long. I ordered another pair in 4t and they were on the larger side if fitting right - if that makes sense."
1338,M. Wood,3.0,the United States ,"October 5, 2019",Just Ok - Baggy Fit,"My 3 year old is very slim, but these seem very baggy compared to other brands like Cat & Jack. Would not fit at all if not for the drawstring, but even still the seat, crotch, and thighs are saggy. The leg has a very wide fit so they're not terribly stylish. Will be ok play pants on laundry day."
1339,Scott/Andrea Vance,3.0,the United States ,"June 4, 2020",Bit too long,The dark pair will stain the legs dark blue/black even after several washes.  No issues with the lighter pair. Looks great.
1340,Brownie Bites Blog,3.0,the United States ,"January 30, 2019","Cute, but the knees rip too easily","I bought these for my 4 year-old.  They are cute pants and the functional drawstring is useful as my son usually needs his pants cinched in a bit.  Unfortunately, within 3 weeks of purchasing them one knee in each pair of pants had ripped from only indoor play!"
1341,jessica,4.0,the United States ,"November 20, 2022",bigger than expected,these were a little bigger (longer and wider) compared to other carters items we have. The grey is a nice color while the blue have lines in the front that I personally dont love
1342,Kate,4.0,the United States ,"November 15, 2022",Nice but order a size down,Good quality just buy a size down
1343,Jeff,4.0,the United States ,"May 8, 2022",Good buy,Pants are very nice and they seem like they will hold up. I just wish the draw strings were a little longer.
1344,Carol Wassell,4.0,the United States ,"March 21, 2022",Fits perfect,Bought for a family member. Fits perfectly
1345,Alicia,4.0,the United States ,"September 23, 2021",The waist was very large and did not work for my son,"These are a great size length wise but even with the draw strings, they were too large for my son’s waist."
1346,McQueen,4.0,the United States ,"November 2, 2020",a bit big for my 5 year old,I ordered size 5t for my 5.5 year old and they were a bit too big on him.  He weighs 39 lbs.  The pants are a bit too long and a bit too wide in the waist area.  BUT the drawstring works well and they are good quality so we will keep them for when he is bigger.
1347,Amazon Customer,4.0,the United States ,"July 19, 2021",Size 5 runs a bit big...,I was hoping the material was a little thicker and they would dry without wrinkling.
1348,Emily H.,4.0,the United States ,"February 19, 2020",Would repurchase,"A little long on my 27 month old son, but they still look nice with the cuffs rolled up a bit.He thinks they are really comfortable and the waist band is easy for him to pull up/down independently.The wash and style are true to the photographs as listed."
1349,A. Morris,4.0,the United States ,"January 28, 2021",Very good,They were a gift. The parents really liked them.
1350,Sara,4.0,the United States ,"March 2, 2020",Thinner than before?,"Love these, got them in 2T and had to buy the next size up. I swear the fabric feels thinner than before... anyways, still love the design and style. They literally match anything!"
1351,susan t.,5.0,the United States ,"December 12, 2022",Nice product.,"Great buy for you Buck, had to send them back. Because I seen they might have been to small for my grandson. So I just reordered them a size bigger so they would last him longer."
1352,Eryn,5.0,the United States ,"December 6, 2022",Love them,"Exactly as pictured, easy to clean especially with my 4 year old he is in the stage for the height of 4T pants but his waist line is still at 3T so the strings help tremendously"
1353,Standiford,5.0,the United States ,"October 26, 2022",Great Fit,My son is recently turned 3 years old.He's 31 lbs and 36 in tall.These fit him perfectly!  There's a little length for growth without him tripping and the waist fits well without being too big or constricting.And they're cute!
1354,jo,5.0,the United States ,"October 31, 2022",Love them,Sorry no pictures
1355,Linda,5.0,the United States ,"October 14, 2022",Great jeans for money,Great jeans for money. Fit true to size
1356,Stephanie Rojas,5.0,the United States ,"October 2, 2022",They fit our 1 yr perfect,They are perfect and worth the money. Also come in a 2 pack.
1357,Terry Kennedy,5.0,the United States ,"October 3, 2022",I enjoy shopping an the quickness of delivery,Nothing the product was great
1358,emily y.,5.0,the United States ,"August 30, 2022","Good material, value for money",Size  fit ok. Material soft & good for little kids.Fast delivery
1359,Thelma Shea,5.0,the United States ,"August 26, 2022",Pants for grandson.,The pants were for my grandson and they fit fine.
1360,Rose ColwellAmazon Customer,5.0,the United States ,"August 5, 2022",Great for little boys but was short one pair.,only got one pair of pants instead of two they are supposed to come in seys of two
1361,Jessica Colon,1.0,the United States ,"September 30, 2022",comfortable but garbage,"I'm an adult with small feet so figured these would be a better fit. They are, plus are soft & thick, but immediately developed holes anywhere they rubbed on the shoe (primarily bottom of heel) & feel very poorly made, like they'll crumble into fibers in the first wash. They also hit at a weird point on the ankle, so very ""showy"" & look kind of stupid for ankle socks. I have already thrown half away because holes, so if you like the idea of disposable socks, maybe this is a good choice. Otherwise just spend the money for better quality socks."
1362,Sarah L,1.0,the United States ,"December 2, 2022",These socks are already pilling,These socks are already pilling and look bad after 1 wear my kids are already complaining about them. 1st time ever saying something about their socks. Idk what to do they needed sock's and I only buy cotton searching everywhere for them I found these but the quality is not there
1363,JM,1.0,the United States ,"November 14, 2022","Soft, but that’s it. So small.","Super soft. Incredibly small.After seeing all the positive reviews I was excitedto have these socks for my three children.They are beyond small (need to size up by 2 sizes). They pill when washed with like colors. They are not color fast.I don’t usually return washed and worn items, but these are useless to me."
1364,jersey7726,1.0,the United States ,"August 14, 2022",Too small and shed fuzz,I tried these socks on my son before washing to make sure they fit due to confusing sizing. They did so I washed these in a delicates bag to keep them from getting lost with the rest of the load. Even in a bag the rest of the clothes in that load were covered in black fuzz. They shed like crazy. For this reason I didn’t put them in the dryer—super inconvenient to rack dry kids socks. When my son tried them again they didn’t fit even though I washed in cold water and didn’t put them in the dryer. I threw out packaging but luckily customer service issues a refund. Off to buy a better brand!
1365,HMBHonesty,1.0,the United States ,"September 8, 2022",What the HECK on the sizing???!,"The media could not be loaded.
                



 So I ordered an Xsmall to begin with because you have to guess since there’s no chart… I figured it would fit my son who is for turning five in size 10 shoe. I get it and it’s very small and would probably fit a child and 5 to 8.5 T, as it says on pack but that’s ordering for a 3-4T In my opinion. So I exchange for the size small and this one is huge! It’s like there was no in between, it looks like I ordered a medium but I did not know the sizing is completely messed up. I wish there would be a sizing chart when you scroll through the product pictures Amazon really needs to fix this! The only upside is I’m actually going to keep these for when he grows into a size 12 shoe or whatever the heck size comes next after 10 T!"
1366,Jennifer Grimm,1.0,the United States ,"June 26, 2022",Size labeled incorrectly - WAY TOO SMALL!,"Ordered 4-5T socks for my son in basic white. When I received the package, I put the socks in the laundry and threw away the packaging without paying too close of attention. After getting socks out of the laundry and grouping them with the rest of my son's clothes, I realized they are WAY TOO SMALL to be 4-5T. The photo I took shows one of these socks next to another one of my son's socks that is actually 4-5T. Unfortunately, I threw away the packaging, so I can't return them. Huge waste of money and also frustrated with myself for noticing the size discrepancy too late."
1367,John Carter,1.0,the United States ,"September 20, 2022",Bag of used socks!,"Bag of used socks received. All show signs of previous were (heels on most were very worn). Smelled of detergent, not usual manufacturing smell. Socks of all different sizes as well. Long hair and other debris in bag.Hopefully this was supposed to be a throw away bag of factory seconds that I received by mistake."
1368,Amazon Customer,1.0,the United States ,"September 28, 2022",Cheap quality,"They are soft but noticeably low quality. My 17 month old has Velcro shoes and if they touch the sock, it clings onto it and unravels after detaching. It will probably end up in the land fill sooner than I would want it to."
1369,Syndel,1.0,the United States ,"July 8, 2021",Ok for Summer!,"These fit my four year old grandson well who wears a size 12 shoe perfectly. However they are not padded, somewhat soft but there is no padding to the socks.I knew for that great price they could not be perfect. I found them to be thin. However he has not complained, and he is really picky about his socks, so I guess they are OK for the summer , but in the future I will purchase socks that are a little thicker, on the positive side they do not slip down in his shoeI do not put them in the dryer because they probably would have some shrinkage.Update; these are actually worse than I thought, as I began to use the socks more , I realize there are several pairs that don’t match, meaning they are not the same size , some  are smaller than others. I do not recommend these socks nor would I ever buy them again."
1370,Amanda,1.0,the United States ,"October 22, 2022",Way too small,They were pretty snug and when we washed them they shrunk at least 2 sizes :/
1371,Diana,2.0,the United States ,"September 21, 2022",Bad idea to buy white socks for children.,"I made a rookie mistake and even though I’m a mother of 6, I bought white socks for my young children. Silly me. What was I thinking?!?! These socks fit great and do the job but the white is now gray/brown within one wear. My kids wear them to preschool & daycare and those places aren’t the cleanest. Their once white socks are dingy and stained now. Even after multiple bleach and hot water sessions, they still are stained and will never be white again. I’d recommend buying dark colored socks! - from an experience mother."
1372,Zachary Lewis,2.0,the United States ,"November 16, 2022",They don’t last,They went through a couple of wash cycles and are already ripping. They run a little small too
1373,Claire McCormick,2.0,the United States ,"September 14, 2022",Lots of polyester and they shrink,"I got these as the next size up for my 3yo, and they fit exactly like his existing socks. I also don’t love the cotton to polyester ratio. Just don’t feel like great socks. They are soft though with lots of stretch."
1374,Jessie W.,2.0,the United States ,"March 12, 2022",Very unhelpful sizing,"Our small to average almost 5 year old wears about a size 10.5 in ""toddler"" shoes, and seeing that these ran small I decided to get the Small pack, which is listed as the next size up right after 4-5T. This made sense to me since our 4-5T Old Navy socks were just starting to get a bit snug. Well, I set them side by side and they were exactly the same size as our smaller pairs. I figured they at least seemed more stretchy and my kid didn't complain about putting them on so I let him wear them to school. After washing, they shrunk to be VERY noticeably smaller than his old socks. I'm not even sure if they'll accept a return/exchange to medium now that it's only a partial package of new ones..."
1375,Katie King,2.0,the United States ,"October 15, 2022",Runs small,For some reason these socks run small and also shrink after washing.
1376,Ana Sloan,2.0,the United States ,"September 11, 2022",Not the best quality and a bit thick,"The socks look very old with just a couple of washes. Also, if your kids have thicker feet, might want to pass these."
1377,Chris A Bellquist,2.0,the United States ,"September 9, 2022",Don't seem to be very durable. Pretty beat up after one use.,Wore to indoor park and less than an hour later and they looked like they were ready for the garbage.
1378,Clifford Johnson,2.0,the United States ,"August 31, 2022",2-3t too small,Size seems off. Looks like good socks but they are exactly the same size as our previous socks for an 18 month old from a different brand.
1379,Camille Martindale,2.0,the United States ,"July 27, 2022",Shrunk immediately- not worth it.,Shrunk after first wash. There’s no stretch what so ever now. I’m sure with my kiddo pulling them up to attempt to keep them up they’re start to develop holes soon. So much for attempting to get a good primes day deal. Don’t waste your money.
1380,Amazon Customer,2.0,the United States ,"September 10, 2022",They fall apart,Poor quality material that sheds lint from the first time wearing them.
1381,Lizzy,3.0,the United States ,"November 29, 2022",Really large,I ordered the medium for my kid who is size 13-1 and these are big enough to fit my size 10 womens foot comfortably. Will be returning.
1382,Amazon Customer,3.0,the United States ,"December 1, 2022",Nice socks. Fit small,"Socks are very soft, but they run small."
1383,Amber,3.0,the United States ,"November 27, 2022",Too small but quite soft.,Too small for my freshly 2 year old
1384,Anna D.,3.0,the United States ,"October 7, 2022",Smaller than expected,"I ordered the Small after considering the 4-5T and they seem smaller than I anticipated.They also seem even cheaper/thinner than I'd hoped; we will use them while we can, but next time I'll go with Fruit of the Loom."
1385,Alex R.,3.0,the United States ,"October 17, 2022",Too large,"I check the size chart and have ordered the ones that supposed that would fit my daughter, but it was too large for her."
1386,Heidy Melissa Salgado,3.0,the United States ,"October 2, 2022",Tienen tamaño pequeño,Compre estos calcetines para mi hijo. La talla seleccionada fue según la tabla mostrada en la imagen pero corre en tamaño pequeño ya que le quedaron un poco justos de tamaño en el pie de mi hijo. 😪
1387,aj,3.0,the United States ,"October 12, 2022",Way too small,"I got the 4t-5t for my 4yr old. This is way too small, looks like its for 2yr old."
1388,Dennis,3.0,the United States ,"August 27, 2022",Nice sock - runs small,"Love this style for my toddle and they are soft, r but after washing and dryer, the 2T-3T are almost too small. Without a shoe on they will slip under his heel. With a show in they don’t come up as high as they should and the shoes rub. Child is just two and wears a 6.5-7 shoe. Definitely size up."
1389,Jean,3.0,the United States ,"October 19, 2022",Buenas un poco pequeña,Muy buena pero pequeña
1390,Sarah Jean Meyer,3.0,the United States ,"October 1, 2022",Missing one,Everything was good about the socks except it had an odd number and one was missing.
1391,Angela Logan,4.0,the United States ,"November 3, 2022",Confusing socks,The socks look fuzzy and warm. They seem like decent quality socks.  But for reasons I can't explain my son hates them.
1392,Vahe,4.0,the United States ,"October 29, 2022",Youth socks,Bought these socks for my younger son for summer time and so far so good.
1393,JT,4.0,the United States ,"September 30, 2022",good for picky kids,my daughter is super particular about her socks. she can't stand ones with big seams at the toes so i've gone through so many diff kinds before we landed on these. these are the only ones she will wear without throwing a major tantrum!
1394,Rob Cornett,4.0,the United States ,"October 17, 2022",Size up,They are smaller than expected. I would size up on these. Still a great product
1395,Meagan,4.0,the United States ,"October 23, 2022",Size,Runs really small! Size up for your children.
1396,Sara,4.0,the United States ,"August 26, 2022",Okay product/sizing is off a bit,I bought this during prime day and really needed them for my toddler. Given it’s an Amazon essential I was ok with the purchase but after a few washes I don’t think they’ll fit my 3 yr anymore might fit my 1 yr old better. She wears size 9 in shoes and can usually still fit sizes 2-3T. Would purchase a bigger size next time. Quality isn’t so horrible after a few washes still in good conditions.
1397,J.K.,4.0,the United States ,"August 6, 2022",Soft and cheap,These are nice basic socks and my preschooler seems to really like them. They are thicker than I usually prefer but are still soft and comfy. They don’t slip down and don’t have the skid stops on the bottom.
1398,amelia,4.0,the United States ,"August 26, 2022",Sizing runs SMALL,Good quality but sock size runs TOO small. For a 6/7 get M or L.
1399,Amazon Customer,4.0,the United States ,"August 17, 2022",great socks but runs too small,"My daughter is 5 and the socks were too small for her, but they are great material and really soft"
1400,L Railton,4.0,the United States ,"July 23, 2022",Great socks! Pills after washing though,"My son likes these ankle socks. They're soft and stretchy. The only downside is that they pill after washing a few times. It's not terrible, but I don't usually have this problem with other socks."
1401,patrick baker,5.0,the United States ,"December 11, 2022",Good value but buy a larger size,I read the reviews before buying so I knew to buy a larger size for my son. Which means I got a size that fit him perfectly. But you definitely don’t want to buy the exact size because they run small. Other than that they’re quality and the value is good for the money.
1402,Ethan R.,5.0,the United States ,"October 28, 2022",LOVE THESE,"Yes! You should get these! I cannot express how nice it is to have a bunch of little socks the exact same color and size. It makes laundry sorting so much easier. I no longer deal with the problem of having a bunch of missing mismatched little socks anymore. I literally used to have to run to the store to buy new socks like every other week if I wanted matching pairs. But not anymore! The sock itself is good quality, thick but not too thick. Comfortable. I bought the size the company recommended for my son and they fit great. Ive had them for probably 4 months so far? Maybe 5 and they are still great. I’ll only need to repurchase when his feet outgrow them!I never knew I could be so thankful for good socks! Haha!"
1403,Carrie M,5.0,the United States ,"October 23, 2022",Best kids cotton socks,"These are the best kids cotton socks you can buy, for the money. Bought a pack a year ago and some still look almost new and these are daily wear socks for a child who wears tennis year round (no sandals). They wash up well, keep their shape, are a bit thicker, and soft/comfortable. Also, they are actually over 70% cotton, which is almost impossible to find anymore, at least without paying an exorbitant price. These are great for kids who tend to have sweaty/hot feet because they have such a small amount of polyester and high cotton content (much more breathable)."
1404,J White,5.0,the United States ,"December 6, 2022",Great toddler socks,Bought for my 3 year old. Exactly what we were looking for. Great fit.
1405,Amazon Customer,5.0,the United States ,"December 8, 2022",VALUE!,"The good quality and an economic price, VALUE!"
1406,Connie J.,5.0,the United States ,"December 6, 2022",Strong and durable,Perfect for my needs but too expensive for what ya get
1407,LMVF,5.0,the United States ,"December 7, 2022",Really nice shot cks,Like everything about these socks.
1408,Brandy Clark,5.0,the United States ,"October 26, 2022","Great product, great price!","Just looking to stock up on socks since the kids are always losing them. I definitely didn't expect the quality to be so great for such a low price! I love them. They are a tad bigger than I expected, but they'll still be perfect!  Children grow fast so anyways, so, maybe if all the socks don't get lost, the kids will be able to fit them a little longer than anticipated haha"
